PolicyID,UnderwrittenCoverID,PolicyStartDate,Province,VehicleType,Gender,Age,VehicleAge,CubicCapacity,PostalCode,PreviousClaims,TotalPremium,TotalClaims,LossRatio,HasClaim
100935,TPFT,2022-07-23,KZN,Coupe,Male,66,7,2500,3094,2,9940,5214,0.5245472837022133,1
100936,COMP,2022-07-24,Gauteng,Sedan,Female,54,17,2500,3485,0,14739,0,0.0,0
100937,TPO,2022-07-25,Western Cape,SUV,Male,24,16,2500,8579,3,11611,0,0.0,0
100938,COMP,2022-07-26,Free State,Sedan,Female,34,8,2200,1100,0,8355,1230,0.14721723518850988,1
100939,TPO,2022-07-27,Eastern Cape,Bakkie,Female,37,17,1200,6398,3,17424,0,0.0,0
100940,TPO,2022-07-28,Eastern Cape,SUV,Male,71,13,1800,3154,3,13884,10596,0.7631806395851339,1
100941,TPFT,2022-07-29,Gauteng,Sedan,Male,28,11,1800,6078,3,10661,2486,0.23318638026451552,1
100942,COMP,2022-07-30,Gauteng,Sedan,Female,61,20,2000,8202,2,14713,252,0.017127710188268877,1
100943,TPFT,2022-07-31,Western Cape,Bakkie,Female,42,18,3000,4048,2,10873,8641,0.794720868205647,1
100944,COMP,2022-08-01,Eastern Cape,SUV,Female,41,5,1200,7502,3,9799,0,0.0,0
100945,COMP,2022-08-02,Eastern Cape,Sedan,Male,19,6,2200,5982,3,10728,488,0.04548844146159582,1
100946,COMP+,2022-08-03,Free State,Bakkie,Female,44,20,1200,1799,2,10902,0,0.0,0
100947,COMP,2022-08-04,KZN,SUV,Male,36,14,1200,6121,3,15392,0,0.0,0
100948,TPFT,2022-08-05,KZN,Hatchback,Female,46,12,2000,4822,2,8825,4742,0.5373371104815864,1
100949,TPO,2022-08-06,Free State,Sedan,Female,54,4,3500,6611,3,8252,270,0.03271934076587494,1
100950,COMP,2022-08-07,Western Cape,Bakkie,Male,28,7,2200,6999,2,12101,0,0.0,0
100951,COMP+,2022-08-08,Gauteng,Bakkie,Female,72,11,2500,7009,0,13136,4421,0.3365560292326431,1
100952,TPFT,2022-08-09,Free State,Sedan,Female,36,20,1800,2295,3,7769,4,0.0005148667782211353,1
100953,COMP,2022-08-10,Free State,Bakkie,Female,45,2,3500,6263,3,8604,558,0.06485355648535565,1
100954,TPFT,2022-08-11,Gauteng,SUV,Male,56,4,1600,1434,0,10069,0,0.0,0
100955,COMP+,2022-08-12,Eastern Cape,Hatchback,Male,38,7,3000,6570,1,14671,0,0.0,0
100956,COMP+,2022-08-13,Western Cape,Sedan,Female,43,1,2500,7747,3,8455,0,0.0,0
100957,TPFT,2022-08-14,Gauteng,Bakkie,Male,39,15,2200,4804,1,18412,3834,0.20823376059091897,1
100958,COMP,2022-08-15,Free State,SUV,Male,23,20,1800,3613,0,15073,410,0.02720095535062695,1
100959,TPO,2022-08-16,Free State,Coupe,Female,28,22,2500,1915,3,8434,227,0.026914868389850605,1
100960,COMP+,2022-08-17,Free State,Sedan,Male,31,24,3500,3275,1,7760,0,0.0,0
100961,COMP,2022-08-18,Western Cape,Coupe,Female,53,8,3500,5640,3,9599,445,0.04635899572872174,1
100962,COMP,2022-08-19,Western Cape,Hatchback,Male,57,5,2000,6333,3,5587,1557,0.2786826561660999,1
100963,TPO,2022-08-20,Free State,Sedan,Male,58,14,3000,1647,2,4744,0,0.0,0
100964,COMP+,2022-08-21,Free State,Hatchback,Female,19,18,2200,3295,1,9842,0,0.0,0
100965,COMP+,2022-08-22,Western Cape,Coupe,Female,74,3,2200,5078,2,8494,1549,0.18236402166234988,1
100966,COMP,2022-08-23,KZN,Sedan,Female,60,2,1800,2431,2,13432,0,0.0,0
100967,COMP,2022-08-24,Gauteng,SUV,Male,37,22,1800,6172,1,12916,0,0.0,0
100968,TPO,2022-08-25,Free State,SUV,Female,39,16,1200,6695,1,13353,606,0.04538305998651988,1
100969,TPO,2022-08-26,KZN,Sedan,Male,56,14,3500,3361,2,8033,0,0.0,0
100970,COMP+,2022-08-27,Western Cape,Sedan,Male,21,16,1200,8541,3,17085,722,0.04225929177641206,1
100971,TPFT,2022-08-28,Western Cape,Sedan,Male,73,11,2200,5132,3,11019,171,0.015518649605227334,1
100972,COMP+,2022-08-29,KZN,Sedan,Female,46,17,1600,1723,0,8670,1706,0.19677047289504038,1
100973,COMP,2022-08-30,Free State,SUV,Male,63,3,2000,2547,3,10175,1669,0.16402948402948403,1
100974,COMP+,2022-08-31,Free State,Sedan,Male,41,23,1800,1979,1,8130,1104,0.13579335793357933,1
100975,TPFT,2022-09-01,KZN,Hatchback,Male,18,23,1200,1083,1,16281,18225,1.1194029850746268,1
100976,TPO,2022-09-02,KZN,Bakkie,Male,41,5,2000,8043,0,9252,0,0.0,0
100977,TPFT,2022-09-03,Eastern Cape,Sedan,Male,47,3,3000,6213,1,7650,550,0.0718954248366013,1
100978,TPFT,2022-09-04,Gauteng,Bakkie,Female,29,15,2500,4486,2,14052,759,0.05401366353543979,1
100979,TPFT,2022-09-05,Gauteng,Bakkie,Male,36,23,2500,2365,0,17534,3026,0.17257898939203833,1
100980,TPO,2022-09-06,Gauteng,Coupe,Female,54,5,3500,5814,0,12623,86,0.006812960468985186,1
100981,TPFT,2022-09-07,Western Cape,Sedan,Female,57,22,2200,1549,3,12110,1909,0.15763831544178364,1
100982,TPFT,2022-09-08,Free State,Sedan,Male,60,3,1800,4492,3,9056,278,0.030697879858657243,1
100983,TPFT,2022-09-09,Western Cape,Hatchback,Female,71,6,3500,6467,2,9597,0,0.0,0
100984,COMP,2022-09-10,Eastern Cape,Hatchback,Male,21,23,2500,3762,2,13802,4043,0.2929285610781046,1
100985,TPFT,2022-09-11,Free State,Bakkie,Female,32,14,3000,4853,3,13446,0,0.0,0
100986,TPO,2022-09-12,Free State,Bakkie,Female,37,24,1800,5682,3,9952,9250,0.9294614147909968,1
100987,TPFT,2022-09-13,Gauteng,Sedan,Male,61,2,1200,4199,2,17504,0,0.0,0
100988,TPFT,2022-09-14,Western Cape,SUV,Female,37,18,2500,6960,3,12259,9326,0.7607472061342687,1
100989,TPO,2022-09-15,Western Cape,Sedan,Male,71,6,1600,1151,0,3000,5,0.0016666666666666668,1
100990,TPFT,2022-09-16,Gauteng,Sedan,Male,72,24,2500,8689,2,15922,0,0.0,0
100991,TPO,2022-09-17,Western Cape,Hatchback,Female,38,5,1800,6157,3,6382,74,0.011595111250391726,1
100992,TPFT,2022-09-18,Free State,Sedan,Male,27,14,1600,4498,1,8632,0,0.0,0
100993,TPO,2022-09-19,Eastern Cape,SUV,Male,47,17,2000,8272,1,12940,541,0.041808346213292116,1
100994,TPFT,2022-09-20,Eastern Cape,Hatchback,Male,41,11,2500,3212,2,10391,0,0.0,0
100995,TPFT,2022-09-21,Free State,Sedan,Female,65,1,1800,3985,1,8879,0,0.0,0
100996,COMP,2022-09-22,Western Cape,Coupe,Male,72,10,2500,5094,1,11105,494,0.0444844664565511,1
100997,COMP,2022-09-23,Eastern Cape,Coupe,Female,57,9,2500,2567,0,7008,2551,0.3640125570776256,1
100998,TPFT,2022-09-24,Eastern Cape,SUV,Male,69,20,1800,1211,2,15185,4200,0.2765887388870596,1
100999,TPFT,2022-09-25,Western Cape,Sedan,Male,57,12,1600,7669,1,9711,1707,0.17578004324992277,1
101000,COMP+,2022-09-26,KZN,Sedan,Female,55,1,1200,5837,3,14227,0,0.0,0
101001,TPO,2022-09-27,Western Cape,SUV,Male,20,24,3000,3179,2,9752,0,0.0,0
101002,COMP+,2022-09-28,KZN,Sedan,Female,46,18,2500,4223,2,10051,3534,0.3516068052930057,1
101003,COMP,2022-09-29,Eastern Cape,Sedan,Male,25,12,2200,5191,1,6350,1876,0.29543307086614173,1
101004,COMP,2022-09-30,Western Cape,Coupe,Male,46,2,2000,2526,1,5932,4903,0.826534052596089,1
101005,COMP,2022-10-01,Eastern Cape,Sedan,Male,72,1,1800,8156,0,9110,275,0.030186608122941824,1
101006,COMP,2022-10-02,Free State,Bakkie,Female,27,1,2500,1521,3,10813,376,0.03477295847590863,1
101007,TPFT,2022-10-03,Eastern Cape,Sedan,Female,22,1,3000,7517,0,12708,833,0.06554926030846711,1
101008,COMP,2022-10-04,Gauteng,SUV,Female,28,22,1200,4946,0,11399,172,0.015089042898499869,1
101009,TPFT,2022-10-05,KZN,Hatchback,Male,21,12,1800,6135,3,13066,3384,0.2589928057553957,1
101010,TPFT,2022-10-06,Western Cape,Sedan,Female,66,7,3500,2702,1,8714,1307,0.14998852421390865,1
101011,COMP,2022-10-07,Gauteng,Sedan,Male,52,4,2500,7751,0,7751,0,0.0,0
101012,COMP,2022-10-08,Western Cape,Bakkie,Female,67,21,2000,1017,2,9343,770,0.08241464197795141,1
101013,TPO,2022-10-09,Eastern Cape,Bakkie,Female,57,20,2200,4480,0,12278,2222,0.1809741000162893,1
101014,COMP+,2022-10-10,KZN,Bakkie,Female,73,4,1800,8174,3,11843,1146,0.09676602212277295,1
101015,COMP,2022-10-11,Eastern Cape,Sedan,Male,29,15,2500,2719,0,9846,0,0.0,0
101016,TPO,2022-10-12,Eastern Cape,Sedan,Male,38,1,1600,4316,0,8753,0,0.0,0
101017,TPO,2022-10-13,Western Cape,Coupe,Male,33,6,1200,5014,2,5297,733,0.1383802152161601,1
101018,COMP+,2022-10-14,Gauteng,Hatchback,Female,31,14,2200,6073,3,15312,501,0.03271943573667711,1
101019,TPFT,2022-10-15,Western Cape,SUV,Male,38,14,1800,1878,2,11722,296,0.025251663538645282,1
101020,COMP,2022-10-16,Western Cape,Hatchback,Male,65,10,2500,1593,1,9633,246,0.02553721582061663,1
101021,COMP+,2022-10-17,Western Cape,SUV,Male,44,7,2200,5738,3,10833,3056,0.28210098772269915,1
101022,COMP,2022-10-18,Gauteng,SUV,Male,53,23,1600,7272,0,9546,3122,0.3270479782107689,1
101023,TPO,2022-10-19,Western Cape,Sedan,Male,18,24,1800,5896,2,14261,1301,0.09122782413575485,1
101024,TPO,2022-10-20,Western Cape,SUV,Female,18,23,3500,5550,2,13136,309,0.0235231425091352,1
101025,TPFT,2022-10-21,Western Cape,SUV,Female,39,22,2200,2609,3,8751,7408,0.8465318249342932,1
101026,TPO,2022-10-22,Western Cape,Sedan,Female,32,12,1800,1875,2,9146,276,0.030177126612726875,1
101027,TPO,2022-10-23,Eastern Cape,SUV,Female,69,24,3500,7714,3,11178,9122,0.8160672750044731,1
101028,COMP+,2022-10-24,KZN,Bakkie,Male,37,19,1800,6191,1,8054,2256,0.28010926247827167,1
101029,COMP,2022-10-25,Eastern Cape,Bakkie,Male,20,9,2200,6109,3,14701,2785,0.18944289504115366,1
101030,COMP,2022-10-26,Gauteng,Bakkie,Male,31,3,1800,4231,3,13525,2932,0.2167837338262477,1
101031,COMP+,2022-10-27,Western Cape,Hatchback,Female,26,4,1600,6206,1,6113,691,0.11303778831997383,1
101032,TPFT,2022-10-28,KZN,Sedan,Male,36,13,2200,3448,1,10045,27,0.0026879044300647087,1
101033,COMP,2022-10-29,Gauteng,SUV,Male,57,10,2500,5557,0,12124,1882,0.15522929726162982,1
101034,TPO,2022-10-30,Western Cape,Bakkie,Male,51,14,3000,8696,2,13613,0,0.0,0
101035,COMP,2022-10-31,Western Cape,SUV,Male,21,6,2200,3136,1,9715,916,0.09428718476582604,1
101036,TPO,2022-11-01,Western Cape,Sedan,Male,50,8,1600,8828,1,4274,176,0.04117922321010763,1
101037,TPFT,2022-11-02,Western Cape,Sedan,Male,60,19,1600,7966,2,8513,640,0.07517913778926348,1
101038,COMP+,2022-11-03,Gauteng,Hatchback,Female,54,10,1600,3053,2,18270,0,0.0,0
101039,COMP,2022-11-04,Free State,SUV,Female,19,22,3500,8763,0,12016,2685,0.22345206391478029,1
101040,COMP+,2022-11-05,Western Cape,Hatchback,Male,44,5,2500,6040,0,12987,88,0.006776006776006776,1
101041,COMP,2022-11-06,Western Cape,SUV,Male,62,5,2500,1083,3,13380,3976,0.29715994020926756,1
101042,TPO,2022-11-07,KZN,Bakkie,Female,34,5,3000,8417,0,10165,2551,0.2509591736350221,1
101043,COMP+,2022-11-08,Western Cape,Hatchback,Male,66,9,3000,8833,1,4017,377,0.09385113268608414,1
101044,COMP,2022-11-09,Gauteng,Bakkie,Female,67,23,1800,2439,1,16716,0,0.0,0
101045,TPO,2022-11-10,Eastern Cape,SUV,Male,70,9,1800,8239,2,13206,0,0.0,0
101046,COMP+,2022-11-11,Western Cape,SUV,Female,48,15,2000,3668,0,7759,1347,0.17360484598530737,1
101047,COMP+,2022-11-12,Western Cape,Hatchback,Female,58,9,3000,6231,3,9039,750,0.0829737802854298,1
101048,COMP,2022-11-13,Gauteng,SUV,Female,23,14,3000,3219,3,20732,27311,1.31733551996913,1
101049,COMP,2022-11-14,Gauteng,SUV,Female,69,6,1800,1698,3,17043,4652,0.2729566390893622,1
101050,COMP,2022-11-15,Free State,Sedan,Male,48,22,1600,2820,3,12785,0,0.0,0
101051,TPO,2022-11-16,KZN,Hatchback,Male,20,20,2000,7416,2,11322,1731,0.152888182299947,1
101052,COMP,2022-11-17,Western Cape,Sedan,Male,57,8,3000,5625,0,7129,794,0.11137606957497545,1
101053,COMP+,2022-11-18,Free State,Bakkie,Female,20,2,1600,8847,0,9536,3672,0.3850671140939597,1
101054,COMP+,2022-11-19,Gauteng,SUV,Male,50,5,1200,5414,0,14924,0,0.0,0
101055,COMP,2022-11-20,Western Cape,SUV,Female,69,17,3500,8249,0,9923,0,0.0,0
101056,COMP,2022-11-21,Free State,Bakkie,Male,30,10,3000,2098,3,9865,348,0.03527622909275215,1
101057,TPFT,2022-11-22,Western Cape,Sedan,Male,38,14,2500,7572,3,4610,625,0.13557483731019523,1
101058,COMP+,2022-11-23,Gauteng,SUV,Female,54,18,2200,8627,2,15886,0,0.0,0
101059,TPO,2022-11-24,Western Cape,Bakkie,Male,33,1,1200,3894,2,9565,231,0.02415054887611082,1
101060,TPFT,2022-11-25,Gauteng,Hatchback,Male,38,22,2500,4417,3,13314,10661,0.8007360672975815,1
101061,COMP,2022-11-26,Gauteng,Sedan,Male,73,2,2500,1248,1,8420,464,0.05510688836104513,1
101062,COMP,2022-11-27,KZN,Hatchback,Male,65,4,3500,8810,0,11953,1062,0.08884798795281519,1
101063,COMP+,2022-11-28,Western Cape,Bakkie,Female,73,13,1600,5482,2,13847,9560,0.6904022531956381,1
101064,COMP,2022-11-29,Gauteng,Hatchback,Female,61,16,1800,2957,3,20191,0,0.0,0
101065,TPO,2022-11-30,Gauteng,SUV,Male,30,5,2200,2890,0,16058,1359,0.08463071366297173,1
101066,COMP+,2022-12-01,KZN,SUV,Male,21,23,1800,8880,0,14328,1330,0.0928252372975991,1
101067,COMP,2022-12-02,Free State,Hatchback,Male,48,10,1800,5458,3,6315,286,0.045288994457640536,1
101068,COMP+,2022-12-03,Free State,Hatchback,Male,26,17,3000,4367,1,10927,352,0.03221378237393612,1
101069,COMP,2022-12-04,KZN,SUV,Female,65,11,2200,3115,1,8922,0,0.0,0
101070,COMP,2022-12-05,Eastern Cape,Sedan,Female,50,5,2200,7581,2,8508,1690,0.19863657733897508,1
101071,COMP,2022-12-06,Gauteng,SUV,Male,54,15,1200,4063,3,19091,18407,0.964171599182861,1
101072,TPO,2022-12-07,Gauteng,SUV,Male,70,4,1600,6651,2,19589,4079,0.2082291081729542,1
101073,TPO,2022-12-08,KZN,Sedan,Female,54,7,1800,2806,1,9555,1274,0.13333333333333333,1
101074,COMP+,2022-12-09,Eastern Cape,Sedan,Male,41,10,3500,8772,2,8207,2103,0.25624466918484223,1
101075,COMP,2022-12-10,Eastern Cape,Hatchback,Male,42,23,1600,8300,2,8143,648,0.07957755127103033,1
101076,COMP,2022-12-11,Gauteng,Sedan,Female,68,24,1600,8462,1,19529,459,0.02350350760407599,1
101077,TPO,2022-12-12,Western Cape,Bakkie,Male,58,4,3500,1295,0,8555,0,0.0,0
101078,COMP,2022-12-13,Gauteng,Sedan,Male,46,20,3000,3694,0,9480,457,0.04820675105485232,1
101079,TPO,2022-12-14,KZN,Sedan,Female,57,5,2000,2991,1,6868,251,0.03654630168899243,1
101080,COMP,2022-12-15,Gauteng,Sedan,Female,68,5,1200,4939,0,11532,0,0.0,0
101081,COMP+,2022-12-16,Gauteng,Sedan,Male,67,11,1800,7176,3,14827,0,0.0,0
101082,COMP,2022-12-17,KZN,Bakkie,Male,64,19,2500,6493,0,10517,0,0.0,0
101083,COMP,2022-12-18,Gauteng,Hatchback,Male,53,5,2200,8972,1,12531,8429,0.6726518234777751,1
101084,TPFT,2022-12-19,Eastern Cape,Sedan,Female,32,21,2200,1031,3,14235,0,0.0,0
101085,TPO,2022-12-20,Gauteng,SUV,Male,62,8,1600,5650,2,14022,6080,0.43360433604336046,1
101086,COMP,2022-12-21,Gauteng,SUV,Male,35,7,3500,4875,1,13875,294,0.02118918918918919,1
101087,COMP,2022-12-22,Gauteng,Hatchback,Female,37,8,1200,5400,1,9587,2590,0.27015750495462604,1
101088,TPFT,2022-12-23,KZN,Bakkie,Male,22,13,1200,1792,0,13399,7605,0.5675796701246362,1
101089,TPFT,2022-12-24,Western Cape,SUV,Male,35,5,1800,6227,3,9635,1423,0.14769071094966268,1
101090,TPO,2022-12-25,Western Cape,Bakkie,Male,57,18,1800,5191,1,8255,2089,0.2530587522713507,1
101091,TPFT,2022-12-26,Eastern Cape,Hatchback,Male,18,24,1600,2089,3,8586,1660,0.19333799208013044,1
101092,COMP+,2022-12-27,Western Cape,Sedan,Male,36,9,1600,7664,3,9109,817,0.08969151388736414,1
101093,TPFT,2022-12-28,Free State,SUV,Female,40,2,1600,1229,0,9036,0,0.0,0
101094,COMP+,2022-12-29,Free State,Hatchback,Female,43,16,2000,3780,1,10959,0,0.0,0
101095,TPO,2022-12-30,Gauteng,Bakkie,Male,66,14,1200,5453,3,19941,8545,0.4285141166441001,1
101096,TPO,2022-12-31,Free State,SUV,Male,46,17,1600,5497,3,9415,489,0.05193839617631439,1
101097,TPO,2023-01-01,Western Cape,SUV,Female,51,6,3000,1789,2,6843,0,0.0,0
101098,TPO,2023-01-02,Free State,Sedan,Male,36,3,1200,5194,0,4487,16,0.0035658569199910855,1
101099,TPO,2023-01-03,Gauteng,SUV,Male,65,17,2500,5366,1,10209,1702,0.16671564306004505,1
101100,COMP+,2023-01-04,Free State,Bakkie,Female,35,13,2200,2798,3,15588,777,0.049846035411855276,1
101101,COMP+,2023-01-05,Western Cape,SUV,Male,19,6,2200,4980,0,12040,143,0.011877076411960133,1
101102,TPO,2023-01-06,Free State,Bakkie,Male,44,8,1200,5457,1,7667,0,0.0,0
101103,TPFT,2023-01-07,Western Cape,Hatchback,Male,23,6,2500,6283,3,9248,0,0.0,0
101104,COMP,2023-01-08,Western Cape,Sedan,Male,56,16,2200,7671,1,5913,69,0.011669203450025367,1
101105,TPO,2023-01-09,Western Cape,SUV,Male,23,6,2200,4240,1,10473,917,0.08755848372004202,1
101106,TPFT,2023-01-10,Western Cape,SUV,Male,23,17,2200,8188,0,14928,839,0.056203108252947484,1
101107,COMP,2023-01-11,KZN,Bakkie,Male,48,21,1800,5635,0,9528,1092,0.11460957178841309,1
101108,TPO,2023-01-12,Western Cape,Sedan,Female,58,3,2500,6961,2,5237,536,0.10234867290433454,1
101109,TPO,2023-01-13,Eastern Cape,Bakkie,Male,57,23,3500,7738,2,18174,0,0.0,0
101110,COMP+,2023-01-14,Eastern Cape,Hatchback,Male,47,12,1800,4856,2,6863,644,0.0938365146437418,1
101111,COMP,2023-01-15,Free State,SUV,Female,73,6,1200,5928,3,9945,0,0.0,0
101112,COMP,2023-01-16,Western Cape,Hatchback,Female,71,21,1200,7540,2,12616,1498,0.11873811033608117,1
101113,TPFT,2023-01-17,Gauteng,Coupe,Male,38,7,2000,6155,1,12627,1764,0.1397006414825374,1
101114,COMP+,2023-01-18,KZN,Sedan,Male,58,11,3500,7638,0,6707,4194,0.6253168331593857,1
101115,COMP+,2023-01-19,Gauteng,Sedan,Male,61,9,1800,1313,1,8274,3292,0.3978728547256466,1
101116,COMP+,2023-01-20,Western Cape,Coupe,Female,35,16,1200,7633,0,5459,460,0.08426451731086279,1
101117,COMP+,2023-01-21,Free State,Coupe,Male,40,5,3500,6395,0,5258,212,0.040319513122860404,1
101118,COMP,2023-01-22,KZN,Sedan,Male,55,15,1800,1232,1,8374,4056,0.48435634105564845,1
101119,COMP,2023-01-23,KZN,Sedan,Male,40,21,2000,6735,1,8759,0,0.0,0
101120,TPO,2023-01-24,Western Cape,Sedan,Male,45,4,1200,4507,3,8561,84,0.009811937857726901,1
101121,TPO,2023-01-25,Free State,Coupe,Male,53,5,1200,2029,0,6733,0,0.0,0
101122,COMP+,2023-01-26,Western Cape,Sedan,Male,42,7,1200,4606,2,6051,54,0.008924144769459593,1
101123,COMP+,2023-01-27,Western Cape,SUV,Female,24,3,1200,8849,3,15671,798,0.0509220853806394,1
101124,COMP+,2023-01-28,Eastern Cape,Hatchback,Female,35,4,1600,3711,2,12673,0,0.0,0
101125,TPO,2023-01-29,Western Cape,Sedan,Male,37,15,2500,5339,3,8530,1745,0.20457209847596716,1
101126,TPFT,2023-01-30,Western Cape,Bakkie,Male,22,2,2500,3288,0,10720,3748,0.3496268656716418,1
101127,TPFT,2023-01-31,Western Cape,Sedan,Male,35,24,1800,8940,1,7680,0,0.0,0
101128,TPO,2023-02-01,Eastern Cape,Hatchback,Male,59,5,1800,4999,1,11260,7126,0.6328596802841918,1
101129,TPO,2023-02-02,KZN,Sedan,Female,57,7,3500,3605,0,5900,226,0.03830508474576271,1
101130,TPO,2023-02-03,Free State,Bakkie,Female,50,22,3500,4344,1,12231,368,0.030087482626113972,1
101131,TPO,2023-02-04,KZN,Bakkie,Male,32,17,1800,3122,0,10610,2596,0.24467483506126295,1
101132,TPO,2023-02-05,Western Cape,Sedan,Male,52,8,2000,3330,0,6889,0,0.0,0
101133,TPO,2023-02-06,Gauteng,Sedan,Male,64,9,3000,4779,0,14164,891,0.0629059587687094,1
101134,COMP+,2023-02-07,Gauteng,SUV,Female,63,10,1600,6654,3,12572,8667,0.6893891186764238,1
101135,COMP+,2023-02-08,Western Cape,Sedan,Female,18,11,3000,5182,1,11057,2328,0.21054535588315096,1
101136,COMP+,2023-02-09,Gauteng,Hatchback,Female,38,1,1800,1880,3,14974,3944,0.2633898757846935,1
101137,COMP+,2023-02-10,Eastern Cape,Hatchback,Female,25,15,3500,8800,2,7354,1770,0.24068534131085123,1
101138,TPO,2023-02-11,Western Cape,SUV,Male,24,8,3500,3977,0,12525,508,0.04055888223552894,1
101139,TPFT,2023-02-12,Western Cape,Bakkie,Female,58,19,1800,2172,1,10177,0,0.0,0
101140,COMP,2023-02-13,Western Cape,Bakkie,Female,67,12,1200,8317,2,10895,0,0.0,0
101141,TPO,2023-02-14,Western Cape,Hatchback,Male,61,6,3500,8744,0,9628,0,0.0,0
101142,COMP,2023-02-15,Eastern Cape,SUV,Male,57,10,3000,1159,2,9873,4797,0.48587055606198726,1
101143,TPFT,2023-02-16,Gauteng,Sedan,Female,57,24,3500,3493,3,13712,5055,0.36865519253208867,1
101144,COMP+,2023-02-17,Gauteng,Sedan,Female,47,5,1200,8963,3,12421,4258,0.3428065373158361,1
101145,TPFT,2023-02-18,KZN,SUV,Female,55,24,3500,3129,1,8937,3241,0.36264965872216626,1
101146,TPO,2023-02-19,Western Cape,SUV,Female,52,7,3000,4078,2,11671,12053,1.0327307000257047,1
101147,COMP+,2023-02-20,Gauteng,SUV,Female,19,7,3000,3229,2,18457,21739,1.1778187137671343,1
101148,TPO,2023-02-21,Gauteng,Sedan,Female,63,23,1200,3917,3,8925,3538,0.39641456582633056,1
101149,COMP+,2023-02-22,Free State,Bakkie,Male,25,22,1800,4013,3,5831,0,0.0,0
101150,COMP,2023-02-23,Eastern Cape,Sedan,Female,55,22,1200,2549,1,10009,204,0.020381656509141772,1
101151,COMP,2023-02-24,KZN,Sedan,Male,21,9,1800,5573,0,6865,0,0.0,0
101152,COMP,2023-02-25,Gauteng,SUV,Male,54,15,3000,7326,1,14686,277,0.018861500749012664,1
101153,TPFT,2023-02-26,KZN,Sedan,Male,38,6,2000,4385,3,10015,0,0.0,0
101154,TPO,2023-02-27,Western Cape,SUV,Female,30,16,2000,2579,1,8628,1403,0.16261010662957812,1
101155,TPFT,2023-02-28,Western Cape,SUV,Female,26,7,2200,7317,0,12866,9,0.000699518109746619,1
101156,COMP,2023-03-01,Western Cape,SUV,Female,62,15,3500,7157,3,12910,60,0.004647560030983733,1
101157,TPO,2023-03-02,Gauteng,SUV,Male,46,23,1600,4371,0,14837,508,0.03423872750556042,1
101158,COMP,2023-03-03,Gauteng,Sedan,Male,58,2,1200,2960,1,11641,1319,0.11330641697448673,1
101159,TPFT,2023-03-04,Free State,Sedan,Male,73,8,2500,7216,0,6694,0,0.0,0
101160,TPFT,2023-03-05,Eastern Cape,Hatchback,Male,41,12,1200,8902,3,10350,2564,0.2477294685990338,1
101161,TPFT,2023-03-06,Gauteng,SUV,Female,33,11,1600,7657,3,22139,79,0.0035683635213875965,1
101162,COMP,2023-03-07,Gauteng,SUV,Male,29,6,3500,6841,0,15874,0,0.0,0
101163,TPO,2023-03-08,Western Cape,Sedan,Female,19,20,3500,4844,1,14554,0,0.0,0
101164,TPO,2023-03-09,Western Cape,SUV,Female,36,13,3000,5697,1,10030,0,0.0,0
101165,COMP,2023-03-10,Free State,SUV,Male,47,23,1600,3390,1,7008,3383,0.4827340182648402,1
101166,TPO,2023-03-11,Gauteng,SUV,Female,33,16,3000,2419,1,12216,0,0.0,0
101167,COMP,2023-03-12,KZN,Bakkie,Male,41,8,2200,4917,2,8099,0,0.0,0
101168,TPO,2023-03-13,Western Cape,Sedan,Male,30,17,1600,4835,2,9781,340,0.0347612718535937,1
101169,COMP+,2023-03-14,Western Cape,Sedan,Female,22,13,1800,7014,0,7589,0,0.0,0
101170,COMP+,2023-03-15,Gauteng,Hatchback,Female,40,4,1200,5428,2,3000,918,0.306,1
101171,TPFT,2023-03-16,Western Cape,Hatchback,Male,73,20,1600,5450,2,15357,0,0.0,0
101172,COMP+,2023-03-17,Western Cape,Sedan,Male,55,10,1800,4630,2,7037,71,0.01008952678698309,1
101173,COMP+,2023-03-18,KZN,SUV,Male,48,22,1600,5942,0,8216,403,0.0490506329113924,1
101174,COMP+,2023-03-19,Western Cape,Sedan,Male,70,20,2500,1162,2,12801,0,0.0,0
101175,COMP,2023-03-20,Free State,Sedan,Female,73,16,1800,1115,1,5455,1604,0.2940421631530706,1
101176,COMP+,2023-03-21,Western Cape,Sedan,Female,34,17,2000,8570,1,9661,4440,0.45957975364869064,1
101177,COMP+,2023-03-22,Western Cape,Sedan,Male,66,8,3500,6198,0,6419,708,0.11029755413615829,1
101178,TPFT,2023-03-23,Gauteng,Bakkie,Female,66,11,1800,2470,0,9184,0,0.0,0
101179,COMP+,2023-03-24,KZN,SUV,Male,20,5,2200,7002,0,17801,0,0.0,0
101180,COMP+,2023-03-25,Gauteng,Sedan,Male,43,21,3000,4079,3,15808,3965,0.25082236842105265,1
101181,TPO,2023-03-26,KZN,Sedan,Female,30,16,1800,6142,2,11217,0,0.0,0
101182,TPFT,2023-03-27,Western Cape,Hatchback,Female,61,24,1600,4852,0,8647,0,0.0,0
101183,TPFT,2023-03-28,KZN,Sedan,Female,55,8,2000,3838,0,8738,2869,0.32833600366216525,1
101184,TPFT,2023-03-29,Western Cape,Bakkie,Male,39,21,3500,1542,0,5978,0,0.0,0
101185,TPFT,2023-03-30,Free State,Sedan,Female,38,16,3500,1413,1,7304,0,0.0,0
101186,TPFT,2023-03-31,Free State,SUV,Male,46,4,2000,1681,0,6265,429,0.0684756584197925,1
